EmployeeID,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,target,retirementDate,retirementType,resignationReason
4099,38,Travel_Rarely,Research & Development,19,3,Life Sciences,Female,2,Sales Executive,Married,68930,0.0,17,0,16.0,3,15,5,8,4.0,2.0,3.0,3.0,3.0,0,,No,No
4100,31,Travel_Rarely,Research & Development,10,4,Medical,Female,3,Sales Executive,Married,61250,0.0,13,1,3.0,3,2,1,2,1.0,3.0,3.0,3.0,3.0,0,,No,No
4101,38,Travel_Frequently,Research & Development,1,4,Other,Male,2,Research Scientist,Married,36690,2.0,19,0,10.0,2,8,7,7,1.0,3.0,3.0,3.0,3.0,0,,No,No
4102,42,Travel_Rarely,Research & Development,6,3,Medical,Male,2,Laboratory Technician,Divorced,100080,6.0,19,1,9.0,3,4,1,2,4.0,1.0,2.0,1.0,3.0,0,,No,No
4103,41,Travel_Rarely,Sales,2,2,Medical,Male,1,Healthcare Representative,Married,23870,3.0,17,1,12.0,1,5,1,0,4.0,4.0,3.0,1.0,3.0,0,,No,No
4104,47,Non-Travel,Research & Development,21,2,Medical,Male,1,Sales Executive,Married,46390,0.0,11,1,14.0,2,13,5,12,3.0,2.0,1.0,2.0,3.0,0,,No,No
4105,35,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,2,Healthcare Representative,Married,78980,7.0,15,0,5.0,2,2,2,2,4.0,3.0,3.0,2.0,3.0,0,,No,No
4106,22,Travel_Rarely,Human Resources,12,1,Human Resources,Male,2,Sales Executive,Single,25340,0.0,11,0,4.0,1,3,1,2,4.0,3.0,4.0,3.0,3.0,0,,No,No
4107,35,Travel_Rarely,Research & Development,9,3,Medical,Female,2,Sales Executive,Single,131420,1.0,25,2,10.0,4,10,0,8,2.0,3.0,3.0,3.0,4.0,0,,No,No
4108,33,Travel_Rarely,Sales,3,4,Medical,Male,3,Healthcare Representative,Married,16110,0.0,14,0,10.0,2,9,8,1,2.0,4.0,3.0,2.0,3.0,0,,No,No
4109,32,Travel_Rarely,Research & Development,3,2,Technical Degree,Male,3,Manufacturing Director,Single,53630,1.0,13,0,6.0,4,6,4,1,3.0,2.0,3.0,3.0,3.0,0,,No,No
4110,40,Travel_Rarely,Research & Development,1,4,Medical,Male,2,Research Director,Married,50710,8.0,17,1,8.0,3,1,0,0,1.0,4.0,2.0,2.0,3.0,0,,No,No
4111,32,Travel_Rarely,Research & Development,1,2,Medical,Male,3,Sales Executive,Married,136950,0.0,13,0,3.0,3,2,2,2,2.0,2.0,3.0,3.0,3.0,0,,No,No
4112,39,Travel_Rarely,Research & Development,4,4,Life Sciences,Male,1,Sales Executive,Single,134020,7.0,14,1,18.0,1,7,1,7,1.0,4.0,3.0,3.0,3.0,0,,No,No
4113,38,Travel_Rarely,Sales,20,4,Medical,Female,2,Research Director,Married,20290,3.0,11,1,20.0,3,18,1,11,2.0,3.0,3.0,2.0,3.0,0,,No,No
4114,32,Travel_Rarely,Research & Development,18,3,Life Sciences,Male,2,Manager,Married,63770,1.0,12,2,14.0,3,14,5,7,3.0,4.0,3.0,3.0,3.0,0,,No,No
4115,37,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,4,Sales Executive,Married,54290,1.0,17,1,16.0,3,16,6,8,3.0,4.0,3.0,3.0,3.0,0,,No,No
4116,25,Travel_Rarely,Research & Development,2,4,Medical,Female,2,Manufacturing Director,Divorced,27850,0.0,21,0,6.0,2,5,0,4,1.0,3.0,2.0,3.0,4.0,0,,No,No
4117,52,Non-Travel,Research & Development,2,4,Other,Male,1,Manager,Divorced,46140,2.0,16,1,16.0,3,9,0,0,1.0,4.0,2.7614364135407135,3.0,3.0,0,,No,No
4118,44,Travel_Rarely,Research & Development,8,1,Life Sciences,Female,1,Sales Representative,Single,26100,6.0,15,0,6.0,2,4,1,2,2.0,4.0,3.0,3.0,3.0,0,,No,No
4119,21,Travel_Rarely,Sales,10,5,Medical,Male,3,Research Scientist,Single,66870,1.0,19,3,2.0,0,2,1,2,3.0,1.0,3.0,3.0,3.0,0,,No,No
4120,39,Non-Travel,Research & Development,3,4,Life Sciences,Female,2,Research Director,Single,47240,2.0,12,1,21.0,4,6,1,3,4.0,4.0,2.0,4.0,3.0,0,,No,No
4121,23,Travel_Frequently,Research & Development,2,4,Life Sciences,Female,2,Manufacturing Director,Married,61790,1.0,11,0,1.0,3,1,1,0,4.0,1.0,2.0,3.0,3.0,1,2016-01-27,Resignation,Salary
4122,36,Travel_Rarely,Research & Development,24,3,Life Sciences,Female,2,Laboratory Technician,Married,61200,0.0,19,0,10.0,2,9,3,4,1.0,4.0,3.0,3.0,3.0,0,,No,No
4123,36,Travel_Frequently,Research & Development,16,1,Medical,Male,2,Sales Executive,Divorced,105960,7.0,15,0,18.0,3,4,0,2,4.0,2.0,3.0,2.0,3.0,0,,No,No
4124,56,Non-Travel,Research & Development,8,1,Life Sciences,Male,1,Sales Executive,Divorced,54670,1.0,20,0,13.0,6,13,1,9,3.0,3.0,2.0,2.0,4.0,0,,No,No
4125,29,Travel_Rarely,Research & Development,9,4,Medical,Male,2,Sales Representative,Married,29960,9.0,25,0,4.0,4,2,2,2,1.0,4.0,4.0,3.0,4.0,1,2016-11-15,Fired,Fired
4126,42,Travel_Rarely,Research & Development,17,1,Life Sciences,Male,3,Research Scientist,Married,99980,5.0,24,2,24.0,3,22,4,14,1.0,3.0,2.0,2.0,4.0,0,,No,No
4127,56,Travel_Rarely,Sales,10,4,Other,Male,2,Sales Executive,Married,40780,8.0,24,1,14.0,3,10,9,8,4.0,3.0,1.0,3.0,4.0,1,2016-10-24,Resignation,Salary
4128,41,Travel_Rarely,Research & Development,13,4,Life Sciences,Female,1,Healthcare Representative,Married,109200,0.0,15,1,21.0,3,20,0,10,1.0,2.0,3.0,4.0,3.0,0,,No,No
4129,34,Travel_Rarely,Sales,1,3,Medical,Female,1,Laboratory Technician,Married,62320,1.0,13,1,8.0,3,8,1,7,4.0,3.0,3.0,3.0,3.0,0,,No,No
4130,36,Non-Travel,Sales,1,1,Medical,Female,1,Human Resources,Divorced,132470,1.0,14,0,15.0,3,15,11,11,4.0,4.0,2.0,3.0,3.0,0,,No,No
4131,41,Travel_Rarely,Research & Development,1,5,Medical,Male,1,Healthcare Representative,Divorced,40810,2.0,13,0,14.0,3,5,0,4,3.0,2.0,3.0,3.0,3.0,0,,No,No
4132,32,Travel_Rarely,Sales,9,4,Life Sciences,Female,2,Research Scientist,Single,57690,1.0,11,0,4.0,3,4,1,2,4.0,1.0,3.0,3.0,3.0,0,,No,No
4133,35,Travel_Rarely,Research & Development,16,3,Medical,Female,2,Healthcare Representative,Single,23940,1.0,16,1,9.0,3,9,1,7,3.0,4.0,3.0,3.0,3.0,0,,No,No
4134,38,Travel_Rarely,Research & Development,23,3,Medical,Male,3,Sales Representative,Married,39040,1.0,22,0,10.0,3,10,1,9,1.0,4.0,3.0,2.0,4.0,0,,No,No
4135,50,Travel_Frequently,Sales,4,2,Life Sciences,Female,2,Laboratory Technician,Divorced,167990,7.0,14,1,12.0,2,6,0,1,2.0,3.0,3.0,2.0,3.0,1,2016-04-15,Resignation,Stress
4136,36,Travel_Rarely,Research & Development,22,4,Life Sciences,Male,1,Healthcare Representative,Married,29500,4.0,14,0,8.0,1,6,0,0,2.0,4.0,2.0,2.0,3.0,0,,No,No
4137,45,Travel_Rarely,Sales,24,3,Life Sciences,Male,1,Laboratory Technician,Single,36290,8.0,16,1,8.0,2,5,0,1,4.0,3.0,3.0,4.0,3.0,0,,No,No
4138,40,Travel_Rarely,Sales,10,4,Life Sciences,Male,1,Research Scientist,Single,93620,2.0,11,1,8.0,6,2,2,2,3.0,3.0,3.0,3.0,3.0,0,,No,No
4139,35,Travel_Frequently,Sales,7,2,Life Sciences,Male,2,Manufacturing Director,Married,32290,1.0,25,0,10.0,2,10,0,2,3.0,3.0,4.0,2.0,4.0,0,,No,No
4140,40,Travel_Rarely,Research & Development,17,4,Life Sciences,Male,1,Manager,Married,35780,2.0,14,1,20.0,2,5,0,2,3.0,3.0,3.0,3.0,3.0,0,,No,No
4141,35,Travel_Rarely,Human Resources,14,1,Life Sciences,Male,2,Research Scientist,Married,79880,1.0,18,0,4.0,3,4,1,1,3.0,4.0,3.0,3.0,3.0,0,,No,No
4142,29,Travel_Rarely,Research & Development,1,3,Medical,Male,3,Sales Executive,Married,42840,4.0,11,0,10.0,5,4,0,3,4.0,2.0,3.0,2.0,3.0,0,,No,No
4143,29,Travel_Rarely,Research & Development,5,3,Medical,Male,2,Sales Representative,Single,75530,1.0,19,0,5.0,3,5,0,4,4.0,1.0,1.0,3.0,3.0,0,,No,No
4144,50,Travel_Rarely,Research & Development,17,3,Medical,Male,1,Research Scientist,Divorced,173280,4.0,15,2,20.0,1,3,2,0,4.0,1.0,3.0,3.0,3.0,1,2016-02-23,Resignation,Others
4145,39,Travel_Rarely,Sales,25,3,Medical,Male,2,Sales Executive,Married,197010,0.0,11,0,21.0,3,20,9,6,2.0,4.0,2.0,4.0,3.0,0,,No,No
4146,31,Non-Travel,Research & Development,8,4,Life Sciences,Female,4,Sales Executive,Single,147320,0.0,12,0,10.0,3,9,1,7,2.0,1.0,3.0,3.0,3.0,0,,No,No
4147,26,Travel_Rarely,Research & Development,11,4,Medical,Male,2,Manager,Single,92780,0.0,20,0,5.0,3,4,0,0,4.0,3.0,3.0,3.0,4.0,0,,No,No
4148,36,Travel_Frequently,Research & Development,5,1,Technical Degree,Male,1,Sales Executive,Married,13590,4.0,12,0,17.0,2,5,0,3,3.0,4.0,3.0,3.0,3.0,0,,No,No
4149,39,Travel_Rarely,Research & Development,2,1,Medical,Female,1,Research Scientist,Married,47790,4.0,14,2,9.0,3,7,1,7,4.0,1.0,3.0,3.0,3.0,0,,No,No
4150,27,Travel_Rarely,Research & Development,8,2,Medical,Male,1,Laboratory Technician,Married,164220,1.0,20,1,6.0,3,6,0,3,2.0,2.0,3.0,3.0,4.0,0,,No,No
4151,49,Travel_Frequently,Research & Development,6,1,Medical,Male,3,Healthcare Representative,Married,29960,2.0,18,1,17.0,2,9,0,8,4.0,2.0,2.0,2.0,3.0,0,,No,No
4152,34,Travel_Rarely,Sales,4,3,Medical,Female,1,Sales Executive,Married,12610,2.0,14,1,6.0,6,4,1,2,2.0,3.0,4.0,3.0,3.0,0,,No,No
4153,41,Travel_Rarely,Research & Development,7,2,Life Sciences,Female,1,Research Scientist,Single,20990,8.0,12,1,8.0,2,6,0,5,2.0,4.0,1.0,3.0,3.0,1,2016-12-10,Resignation,Others
4154,49,Travel_Frequently,Sales,1,4,Life Sciences,Female,2,Manufacturing Director,Married,58100,1.0,21,1,10.0,2,10,1,7,3.0,2.0,3.0,3.0,4.0,0,,No,No
4155,37,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Sales Executive,Single,56470,6.0,19,0,7.0,2,0,0,0,4.0,3.0,3.0,3.0,3.0,1,2016-01-31,Resignation,Stress
4156,33,Travel_Frequently,Research & Development,10,2,Medical,Male,2,Research Scientist,Married,34200,1.0,14,0,8.0,3,8,3,0,4.0,3.0,3.0,3.0,3.0,0,,No,No
4157,27,Travel_Rarely,Sales,5,4,Medical,Female,4,Manufacturing Director,Married,44000,9.0,17,1,6.0,3,2,2,2,1.0,2.0,3.0,2.0,3.0,0,,No,No
4158,32,Travel_Frequently,Research & Development,9,2,Medical,Female,2,Research Scientist,Single,35000,0.0,16,1,8.0,2,7,3,6,4.0,4.0,2.0,2.0,3.0,0,,No,No
4159,59,Travel_Rarely,Sales,2,2,Marketing,Female,5,Sales Representative,Married,20660,4.0,12,1,12.0,3,1,0,0,3.0,1.0,2.0,3.0,3.0,0,,No,No
4160,30,Travel_Rarely,Research & Development,11,4,Medical,Male,2,Laboratory Technician,Divorced,171690,1.0,17,2,1.0,2,1,0,0,4.0,3.0,3.0,3.0,3.0,0,,No,No
4161,38,Travel_Frequently,Sales,18,4,Life Sciences,Male,2,Healthcare Representative,Single,41620,0.0,15,1,10.0,1,9,1,8,4.0,3.0,3.0,3.0,3.0,0,,No,No
4162,36,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,1,Sales Executive,Married,92040,6.0,23,1,17.0,2,7,7,7,3.0,3.0,2.0,3.0,4.0,0,,No,No
4163,35,Travel_Rarely,Human Resources,3,4,Human Resources,Male,2,Manager,Married,32940,0.0,11,0,6.0,2,5,0,3,1.0,2.0,3.0,3.0,3.0,0,,No,No
4164,29,Travel_Rarely,Sales,29,4,Life Sciences,Male,2,Laboratory Technician,Single,21270,0.0,11,1,10.0,3,9,0,8,4.0,3.0,3.0,2.0,3.0,0,,No,No
4165,31,Travel_Rarely,Research & Development,2,2,Medical,Male,2,Laboratory Technician,Divorced,39750,1.0,15,1,5.0,3,5,4,3,1.0,3.0,2.0,3.0,3.0,0,,No,No
4166,34,Travel_Rarely,Research & Development,28,3,Technical Degree,Male,1,Laboratory Technician,Divorced,107930,0.0,11,3,3.0,1,2,1,2,2.0,4.0,3.0,2.0,3.0,0,,No,No
4167,28,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,5,Research Director,Single,100960,5.0,13,0,6.0,2,4,0,3,3.0,3.0,3.0,3.0,3.0,1,2016-11-13,Resignation,Others
4168,29,Travel_Rarely,Research & Development,16,2,Life Sciences,Female,4,Laboratory Technician,Divorced,36460,1.0,14,0,10.0,3,10,8,8,2.0,1.0,3.0,4.0,3.0,0,,No,No
4169,32,Travel_Rarely,Human Resources,22,3,Human Resources,Female,2,Research Director,Divorced,74460,0.0,19,0,7.0,3,6,0,5,1.0,2.0,2.0,3.0,3.0,0,,No,No
4170,22,Non-Travel,Research & Development,8,3,Life Sciences,Female,3,Sales Executive,Divorced,108510,1.0,16,1,1.0,2,1,0,0,4.0,4.0,2.0,4.0,3.0,0,,No,No
4171,53,Travel_Rarely,Research & Development,11,3,Medical,Male,2,Manager,Married,21090,2.0,13,0,31.0,3,25,3,7,1.0,4.0,3.0,3.0,3.0,0,,No,No
4172,38,Travel_Rarely,Research & Development,29,3,Life Sciences,Female,1,Manufacturing Director,Single,37220,5.0,14,0,6.0,0,3,1,2,4.0,4.0,3.0,3.0,3.0,0,,No,No
4173,24,Non-Travel,Research & Development,1,5,Life Sciences,Male,3,Research Scientist,Divorced,93800,0.0,16,0,5.0,2,4,1,3,1.0,3.0,2.0,2.0,3.0,0,,No,No
4174,36,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,1,Research Director,Single,54860,7.0,12,1,10.0,2,5,0,3,3.0,1.0,3.0,3.0,3.0,1,2016-11-22,Resignation,Others
4175,34,Travel_Rarely,Sales,24,3,Marketing,Male,4,Research Scientist,Single,27420,0.0,11,1,13.0,2,12,2,11,1.0,2.0,3.0,3.0,3.0,0,,No,No
4176,21,Travel_Rarely,Sales,2,3,Life Sciences,Male,2,Manufacturing Director,Single,137570,1.0,12,1,0.0,3,0,0,0,3.0,4.0,3.0,3.0,3.0,0,,No,No
4177,34,Travel_Rarely,Sales,15,2,Marketing,Female,2,Research Scientist,Single,84630,2.0,13,0,8.0,2,4,1,3,2.0,1.0,3.0,1.0,3.0,1,2016-10-17,Resignation,Salary
4178,53,Travel_Rarely,Sales,2,1,Life Sciences,Male,5,Human Resources,Divorced,31620,4.0,15,0,26.0,4,14,4,8,3.0,3.0,2.0,3.0,3.0,0,,No,No
4179,32,Travel_Frequently,Research & Development,10,3,Medical,Female,2,Manufacturing Director,Single,165980,1.0,13,0,10.0,2,10,6,7,2.0,1.0,3.0,3.0,3.0,1,2016-08-04,Resignation,Others
4180,42,Travel_Rarely,Research & Development,10,3,Technical Degree,Male,2,Laboratory Technician,Married,66510,0.0,20,0,10.0,5,9,4,2,3.0,2.0,3.0,2.0,4.0,0,,No,No
4181,44,Travel_Rarely,Research & Development,3,1,Life Sciences,Female,1,Manufacturing Director,Married,23450,3.0,15,2,24.0,0,22,5,17,1.0,4.0,3.0,3.0,3.0,0,,No,No
4182,46,Travel_Rarely,Sales,2,3,Life Sciences,Female,1,Research Scientist,Single,34200,3.0,13,2,22.0,3,2,2,1,2.0,1.0,2.0,1.0,3.0,0,,No,No
4183,33,Travel_Rarely,Sales,3,3,Medical,Male,1,Manufacturing Director,Single,43730,4.0,14,0,7.0,3,1,0,0,3.0,4.0,3.0,3.0,3.0,0,,No,No
4184,44,Travel_Rarely,Human Resources,26,3,Life Sciences,Male,5,Healthcare Representative,Married,47590,2.0,21,0,9.0,2,4,1,3,4.0,4.0,4.0,3.0,4.0,0,,No,No
4185,30,Travel_Rarely,Research & Development,1,4,Technical Degree,Female,1,Research Scientist,Single,53010,1.0,16,1,10.0,3,10,1,8,4.0,3.0,3.0,3.0,3.0,0,,No,No
4186,39,Travel_Rarely,Human Resources,1,4,Medical,Male,1,Sales Executive,Married,36730,3.0,14,1,19.0,3,1,0,0,4.0,4.0,4.0,3.0,3.0,1,2016-02-09,Resignation,Others
4187,24,Travel_Rarely,Human Resources,2,5,Human Resources,Male,3,Sales Executive,Married,47680,2.0,11,1,6.0,2,2,2,0,2.0,4.0,2.0,2.0,3.0,1,2016-02-08,Resignation,Salary
4188,43,Travel_Rarely,Sales,9,5,Technical Degree,Female,1,Research Director,Divorced,12740,1.0,19,0,6.0,3,5,1,4,4.0,3.0,2.0,2.0,3.0,0,,No,No
4189,50,Travel_Rarely,Research & Development,12,4,Medical,Male,1,Research Director,Married,49000,1.0,11,0,3.0,3,3,0,2,1.0,3.0,3.0,2.0,3.0,1,2016-09-05,Resignation,Salary
4190,35,Travel_Rarely,Sales,2,4,Marketing,Male,3,Manufacturing Director,Married,104660,1.0,13,0,2.0,1,2,2,2,4.0,4.0,3.0,3.0,3.0,0,,No,No
4191,36,Travel_Rarely,Research & Development,25,1,Life Sciences,Female,4,Sales Executive,Married,170070,9.0,12,1,6.0,2,1,0,0,2.0,1.0,4.0,2.0,3.0,0,,No,No
4192,33,Travel_Frequently,Sales,9,2,Marketing,Male,4,Human Resources,Married,29090,2.0,11,0,10.0,2,5,1,3,3.0,1.0,3.0,2.0,3.0,0,,No,No
4193,35,Travel_Rarely,Research & Development,10,1,Medical,Male,1,Research Scientist,Divorced,57650,1.0,14,1,1.0,2,1,0,0,3.0,4.0,3.0,3.0,3.0,0,,No,No
4194,27,Travel_Rarely,Sales,8,2,Marketing,Female,3,Research Scientist,Divorced,45990,1.0,15,1,1.0,3,1,0,0,4.0,1.0,3.0,2.0,3.0,0,,No,No
4195,26,Travel_Rarely,Sales,4,3,Marketing,Male,2,Manager,Single,24040,1.0,12,0,1.0,6,1,0,1,1.0,3.0,2.0,3.0,3.0,1,2016-06-26,Resignation,Others
4196,27,Travel_Frequently,Sales,24,3,Life Sciences,Male,4,Healthcare Representative,Single,31720,1.0,20,1,9.0,1,9,1,7,4.0,3.0,3.0,3.0,4.0,0,,No,No
4197,30,Travel_Frequently,Research & Development,1,4,Medical,Male,1,Research Scientist,Single,20330,1.0,14,1,12.0,3,12,3,7,3.0,4.0,3.0,1.0,3.0,0,,No,No
4198,41,Travel_Rarely,Sales,20,4,Marketing,Male,2,Sales Executive,Married,102090,1.0,13,1,23.0,2,22,15,8,2.0,3.0,3.0,3.0,3.0,1,2016-10-10,Fired,Fired
4199,34,Non-Travel,Research & Development,7,2,Technical Degree,Female,1,Research Scientist,Single,86200,0.0,13,1,10.0,2,9,8,7,2.0,3.0,3.0,2.0,3.0,0,,No,No
4200,37,Travel_Rarely,Research & Development,17,3,Life Sciences,Female,3,Sales Executive,Married,20640,4.0,16,0,8.0,3,1,0,0,2.0,2.0,3.0,2.0,3.0,0,,No,No
4201,46,Travel_Frequently,Research & Development,20,3,Technical Degree,Male,3,Sales Executive,Single,40350,4.0,14,1,14.0,2,9,0,8,1.0,4.0,3.0,3.0,3.0,0,,No,No
4202,35,Travel_Rarely,Research & Development,8,4,Medical,Female,3,Research Scientist,Married,38380,1.0,16,1,1.0,2,1,0,1,4.0,4.0,3.0,3.0,3.0,0,,No,No
4203,48,Travel_Rarely,Research & Development,2,4,Technical Degree,Female,1,Sales Executive,Single,45910,9.0,16,0,23.0,6,1,0,0,1.0,3.0,3.0,1.0,3.0,1,2016-09-17,Resignation,Others
4204,28,Travel_Rarely,Research & Development,10,1,Medical,Male,1,Sales Executive,Single,25610,1.0,22,1,2.0,3,2,2,2,3.0,3.0,2.0,3.0,4.0,1,2016-02-28,Resignation,Salary
4205,44,Travel_Rarely,Research & Development,1,1,Medical,Female,3,Research Scientist,Divorced,15630,5.0,12,2,9.0,3,4,1,3,2.0,1.0,2.0,3.0,3.0,0,,No,No
4206,35,Non-Travel,Research & Development,5,4,Technical Degree,Female,3,Manufacturing Director,Married,48980,2.0,15,2,10.0,2,4,2,3,3.0,1.0,3.0,3.0,3.0,0,,No,No
4207,26,Travel_Rarely,Research & Development,4,4,Life Sciences,Female,3,Sales Executive,Married,47890,7.0,20,1,5.0,2,2,0,0,3.0,4.0,2.0,3.0,4.0,0,,No,No
4208,33,Travel_Frequently,Sales,29,4,Life Sciences,Female,1,Human Resources,Single,31800,1.0,14,1,15.0,2,15,8,12,1.0,4.0,3.0,3.0,3.0,0,,No,No
4209,35,Travel_Frequently,Research & Development,15,3,Medical,Male,3,Manufacturing Director,Married,65490,1.0,20,0,9.0,3,9,1,8,2.0,1.0,2.0,3.0,4.0,0,,No,No
4210,35,Travel_Rarely,Human Resources,3,2,Life Sciences,Female,1,Laboratory Technician,Married,63880,3.0,13,0,4.0,6,2,2,2,3.0,1.0,3.0,2.0,3.0,0,,No,No
4211,31,Travel_Rarely,Sales,10,2,Life Sciences,Female,2,Research Scientist,Divorced,112440,3.0,12,1,10.0,3,7,1,7,4.0,4.0,2.0,3.0,3.0,0,,No,No
4212,37,Travel_Rarely,Sales,4,3,Marketing,Male,4,Human Resources,Divorced,160320,1.0,13,0,7.0,2,7,0,7,1.0,3.0,4.0,3.0,3.0,0,,No,No
4213,32,Travel_Rarely,Research & Development,21,3,Other,Male,2,Sales Executive,Married,23620,1.0,11,0,9.0,2,9,7,8,1.0,4.0,3.0,3.0,3.0,0,,No,No
4214,38,Travel_Frequently,Research & Development,25,3,Medical,Male,2,Manufacturing Director,Single,163280,1.0,17,3,10.0,2,10,9,9,4.0,4.0,3.0,3.0,3.0,0,,No,No
4215,50,Travel_Rarely,Sales,2,4,Marketing,Female,4,Research Scientist,Divorced,83760,5.0,14,3,29.0,2,27,13,8,2.0,3.0,2.0,3.0,3.0,0,,No,No
4216,59,Travel_Rarely,Research & Development,1,3,Technical Degree,Male,1,Laboratory Technician,Single,166060,7.0,11,0,28.0,6,21,7,9,1.0,1.0,2.0,3.0,3.0,0,,No,No
4217,36,Travel_Rarely,Sales,1,2,Marketing,Female,2,Sales Executive,Divorced,86060,1.0,14,2,17.0,3,17,12,8,3.0,3.0,3.0,3.0,3.0,0,,No,No
4218,55,Travel_Rarely,Research & Development,7,3,Medical,Male,3,Research Scientist,Divorced,22720,2.0,17,1,21.0,2,5,0,2,4.0,3.0,3.0,3.0,3.0,0,,No,No
4219,36,Travel_Frequently,Research & Development,3,3,Life Sciences,Female,2,Laboratory Technician,Single,20180,1.0,13,0,6.0,5,6,0,3,2.0,2.0,3.0,3.0,3.0,0,,No,No
4220,45,Travel_Rarely,Research & Development,1,2,Medical,Female,1,Sales Executive,Divorced,70830,2.0,12,1,25.0,5,1,0,0,2.0,2.728246013667426,3.0,3.0,3.0,0,,No,No
4221,35,Travel_Frequently,Human Resources,9,3,Other,Female,2,Sales Representative,Married,40840,4.0,13,1,5.0,3,3,1,2,2.0,1.0,2.0,3.0,3.0,0,,No,No
4222,36,Travel_Rarely,Sales,7,2,Life Sciences,Male,4,Laboratory Technician,Married,144110,0.0,18,3,2.0,2,1,0,0,4.0,3.0,2.0,4.0,3.0,1,2016-11-19,Resignation,Stress
4223,59,Travel_Frequently,Research & Development,10,4,Life Sciences,Male,3,Research Scientist,Single,23080,7.0,19,1,20.0,4,4,1,3,1.0,3.0,2.0,2.0,3.0,0,,No,No
4224,29,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,1,Sales Representative,Married,48410,0.0,11,0,6.0,3,5,0,4,3.0,2.0,3.0,3.0,3.0,0,,No,No
4225,31,Travel_Rarely,Research & Development,3,2,Medical,Female,3,Sales Executive,Single,42850,1.0,21,1,1.0,2,1,1,0,3.0,2.0,3.0,1.0,4.0,0,,No,No
4226,32,Travel_Rarely,Sales,3,4,Life Sciences,Male,2,Manufacturing Director,Married,97150,1.0,15,1,10.0,1,10,0,9,2.0,2.0,3.0,2.0,3.0,0,,No,No
4227,36,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Sales Representative,Married,43200,0.0,17,0,5.0,2,1,0,0,2.0,4.0,3.0,3.0,3.0,0,,No,No
4228,31,Travel_Rarely,Research & Development,27,3,Medical,Female,2,Research Director,Single,21320,1.0,18,0,11.0,3,11,1,8,3.0,4.0,3.0,3.0,3.0,0,,No,No
4229,35,Travel_Rarely,Research & Development,2,4,Medical,Male,2,Healthcare Representative,Single,101240,0.0,14,1,16.0,2,15,2,8,3.0,1.0,3.0,4.0,3.0,0,,No,No
4230,45,Travel_Rarely,Human Resources,14,3,Human Resources,Female,1,Sales Executive,Married,54730,4.0,13,0,17.0,3,0,0,0,4.0,1.0,4.0,1.0,3.0,0,,No,No
4231,37,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,3,Sales Executive,Single,52070,4.0,17,3,16.0,3,5,0,2,1.0,3.0,4.0,3.0,3.0,0,,No,No
4232,46,Travel_Rarely,Research & Development,9,3,Medical,Male,3,Manager,Divorced,164370,8.0,15,1,16.0,0,4,0,2,2.0,2.0,3.0,3.0,3.0,0,,No,No
4233,30,Travel_Rarely,Sales,18,3,Life Sciences,Male,4,Human Resources,Married,22960,1.0,18,1,10.0,2,10,3,0,4.0,4.0,2.0,3.0,3.0,0,,No,No
4234,35,Travel_Rarely,Research & Development,20,4,Life Sciences,Female,3,Human Resources,Single,40690,1.0,13,0,6.0,5,6,0,4,2.0,3.0,3.0,3.0,3.0,0,,No,No
4235,55,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,2,Laboratory Technician,Married,74410,3.0,12,1,24.0,4,1,1,0,1.0,4.0,3.0,3.0,3.0,0,,No,No
4236,38,Non-Travel,Sales,11,1,Marketing,Male,2,Laboratory Technician,Divorced,24300,7.0,13,2,17.0,2,13,1,9,2.0,4.0,3.0,4.0,3.0,0,,No,No
4237,34,Travel_Rarely,Research & Development,8,2,Medical,Male,1,Research Scientist,Married,58780,1.0,14,0,5.0,1,5,1,3,1.0,2.0,3.0,3.0,3.0,0,,No,No
4238,56,Travel_Rarely,Human Resources,2,1,Medical,Male,2,Sales Executive,Single,26440,4.0,11,1,37.0,2,6,0,2,4.0,4.0,2.0,3.0,3.0,0,,No,No
4239,23,Travel_Rarely,Research & Development,10,3,Medical,Male,2,Laboratory Technician,Divorced,64390,3.0,22,3,3.0,2,0,0,0,3.0,1.0,3.0,3.0,4.0,0,,No,No
4240,51,Travel_Rarely,Research & Development,29,4,Life Sciences,Female,5,Manufacturing Director,Married,24510,3.0,17,0,10.0,2,4,0,3,4.0,4.0,3.0,2.0,3.0,0,,No,No
4241,30,Travel_Rarely,Sales,8,2,Technical Degree,Male,1,Sales Representative,Married,63920,1.0,21,1,11.0,2,11,10,8,3.0,4.0,3.0,4.0,4.0,0,,No,No
